sample_id,source_digit,target_label,label,handedness,image_path,split
9_IMG_1238,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_1238.JPG,test
9_IMG_4118,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_4118.JPG,test
9_IMG_4169,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_4169.JPG,test
9_IMG_4242,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_4242.JPG,test
9_IMG_4265,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_4265.JPG,test
9_IMG_4305,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_4305.JPG,test
9_IMG_4734,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_4734.JPG,test
9_IMG_4754,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_4754.JPG,test
9_IMG_4805,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_4805.JPG,test
9_IMG_4855,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_4855.JPG,test
9_IMG_4875,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_4875.JPG,test
9_IMG_4935,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_4935.JPG,test
9_IMG_5084,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5084.JPG,test
9_IMG_5110,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5110.JPG,test
9_IMG_5131,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5131.JPG,test
9_IMG_5172,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5172.JPG,test
9_IMG_5202,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5202.JPG,test
9_IMG_5212,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5212.JPG,test
9_IMG_5222,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5222.JPG,test
9_IMG_5285,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5285.JPG,test
9_IMG_5296,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5296.JPG,test
9_IMG_5307,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5307.JPG,test
9_IMG_5369,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5369.JPG,test
9_IMG_5399,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5399.JPG,test
9_IMG_5421,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5421.JPG,test
9_IMG_5506,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5506.JPG,test
9_IMG_5536,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5536.JPG,test
9_IMG_5684,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5684.JPG,test
9_IMG_5765,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5765.JPG,test
9_IMG_5949,9,other_digit,3,Right,Sign-Language-Digits-Dataset\Dataset\9\IMG_5949.JPG,test
1_IMG_1119,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_1119.JPG,train
1_IMG_1139,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_1139.JPG,train
1_IMG_1149,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_1149.JPG,train
1_IMG_1159,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_1159.JPG,train
1_IMG_1170,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_1170.JPG,train
1_IMG_1190,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_1190.JPG,train
1_IMG_1200,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_1200.JPG,train
1_IMG_1210,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_1210.JPG,train
1_IMG_1220,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_1220.JPG,train
1_IMG_1250,1,digit_1,0,Left,Sign-Language-Digits-Dataset\Dataset\1\IMG_1250.JPG,train
1_IMG_1261,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_1261.JPG,train
1_IMG_1323,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_1323.JPG,train
1_IMG_4041,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4041.JPG,train
1_IMG_4060,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4060.JPG,train
1_IMG_4070,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4070.JPG,train
1_IMG_4100,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4100.JPG,train
1_IMG_4110,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4110.JPG,train
1_IMG_4120,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4120.JPG,train
1_IMG_4130,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4130.JPG,train
1_IMG_4150,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4150.JPG,train
1_IMG_4160,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4160.JPG,train
1_IMG_4194,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4194.JPG,train
1_IMG_4204,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4204.JPG,train
1_IMG_4255,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4255.JPG,train
1_IMG_4267,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4267.JPG,train
1_IMG_4277,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4277.JPG,train
1_IMG_4297,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4297.JPG,train
1_IMG_4318,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4318.JPG,train
1_IMG_4360,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4360.JPG,train
1_IMG_4371,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4371.JPG,train
1_IMG_4392,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4392.JPG,train
1_IMG_4424,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4424.JPG,train
1_IMG_4447,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4447.JPG,train
1_IMG_4457,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4457.JPG,train
1_IMG_4467,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4467.JPG,train
1_IMG_4477,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4477.JPG,train
1_IMG_4497,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4497.JPG,train
1_IMG_4507,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4507.JPG,train
1_IMG_4575,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4575.JPG,train
1_IMG_4605,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4605.JPG,train
1_IMG_4615,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4615.JPG,train
1_IMG_4645,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4645.JPG,train
1_IMG_4685,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4685.JPG,train
1_IMG_4705,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4705.JPG,train
1_IMG_4736,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4736.JPG,train
1_IMG_4746,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4746.JPG,train
1_IMG_4756,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4756.JPG,train
1_IMG_4766,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4766.JPG,train
1_IMG_4777,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4777.JPG,train
1_IMG_4787,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4787.JPG,train
1_IMG_4797,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4797.JPG,train
1_IMG_4837,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4837.JPG,train
1_IMG_4847,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4847.JPG,train
1_IMG_4867,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4867.JPG,train
1_IMG_4897,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4897.JPG,train
1_IMG_4927,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4927.JPG,train
1_IMG_4937,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4937.JPG,train
1_IMG_4957,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4957.JPG,train
1_IMG_4967,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4967.JPG,train
1_IMG_4987,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4987.JPG,train
1_IMG_4997,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_4997.JPG,train
1_IMG_5008,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5008.JPG,train
1_IMG_5018,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5018.JPG,train
1_IMG_5043,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5043.JPG,train
1_IMG_5044,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5044.JPG,train
1_IMG_5054,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5054.JPG,train
1_IMG_5075,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5075.JPG,train
1_IMG_5102,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5102.JPG,train
1_IMG_5112,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5112.JPG,train
1_IMG_5123,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5123.JPG,train
1_IMG_5133,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5133.JPG,train
1_IMG_5153,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5153.JPG,train
1_IMG_5164,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5164.JPG,train
1_IMG_5184,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5184.JPG,train
1_IMG_5204,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5204.JPG,train
1_IMG_5214,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5214.JPG,train
1_IMG_5267,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5267.JPG,train
1_IMG_5277,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5277.JPG,train
1_IMG_5298,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5298.JPG,train
1_IMG_5309,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5309.JPG,train
1_IMG_5319,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5319.JPG,train
1_IMG_5329,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5329.JPG,train
1_IMG_5340,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5340.JPG,train
1_IMG_5351,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5351.JPG,train
1_IMG_5381,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5381.JPG,train
1_IMG_5401,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5401.JPG,train
1_IMG_5447,1,digit_1,0,Left,Sign-Language-Digits-Dataset\Dataset\1\IMG_5447.JPG,train
1_IMG_5467,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5467.JPG,train
1_IMG_5487,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5487.JPG,train
1_IMG_5498,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5498.JPG,train
1_IMG_5518,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5518.JPG,train
1_IMG_5528,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5528.JPG,train
1_IMG_5573,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5573.JPG,train
1_IMG_5583,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5583.JPG,train
1_IMG_5593,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5593.JPG,train
1_IMG_5616,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5616.JPG,train
1_IMG_5636,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5636.JPG,train
1_IMG_5666,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5666.JPG,train
1_IMG_5706,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5706.JPG,train
1_IMG_5737,1,digit_1,0,Left,Sign-Language-Digits-Dataset\Dataset\1\IMG_5737.JPG,train
1_IMG_5747,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5747.JPG,train
1_IMG_5767,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5767.JPG,train
1_IMG_5777,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5777.JPG,train
1_IMG_5787,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5787.JPG,train
1_IMG_5797,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5797.JPG,train
1_IMG_5807,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5807.JPG,train
1_IMG_5827,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5827.JPG,train
1_IMG_5878,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5878.JPG,train
1_IMG_5888,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5888.JPG,train
1_IMG_5898,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5898.JPG,train
1_IMG_5908,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5908.JPG,train
1_IMG_5919,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5919.JPG,train
1_IMG_5961,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5961.JPG,train
1_IMG_5972,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5972.JPG,train
1_IMG_5982,1,digit_1,0,Right,Sign-Language-Digits-Dataset\Dataset\1\IMG_5982.JPG,train
1_IMG_5992,1,digit_1,0,Left,Sign-Language-Digits-Dataset\Dataset\1\IMG_5992.JPG,train
2_IMG_1120,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1120.JPG,train
2_IMG_1140,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1140.JPG,train
2_IMG_1150,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1150.JPG,train
2_IMG_1160,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1160.JPG,train
2_IMG_1171,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1171.JPG,train
2_IMG_1181,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1181.JPG,train
2_IMG_1201,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1201.JPG,train
2_IMG_1221,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1221.JPG,train
2_IMG_1231,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1231.JPG,train
2_IMG_1241,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1241.JPG,train
2_IMG_1314,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1314.JPG,train
2_IMG_1324,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_1324.JPG,train
2_IMG_4071,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4071.JPG,train
2_IMG_4081,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4081.JPG,train
2_IMG_4121,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4121.JPG,train
2_IMG_4161,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4161.JPG,train
2_IMG_4173,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4173.JPG,train
2_IMG_4195,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4195.JPG,train
2_IMG_4205,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4205.JPG,train
2_IMG_4215,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4215.JPG,train
2_IMG_4225,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4225.JPG,train
2_IMG_4235,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4235.JPG,train
2_IMG_4268,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4268.JPG,train
2_IMG_4278,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4278.JPG,train
2_IMG_4288,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4288.JPG,train
2_IMG_4308,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4308.JPG,train
2_IMG_4330,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4330.JPG,train
2_IMG_4340,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4340.JPG,train
2_IMG_4350,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4350.JPG,train
2_IMG_4361,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4361.JPG,train
2_IMG_4372,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4372.JPG,train
2_IMG_4425,2,digit_2,1,Left,Sign-Language-Digits-Dataset\Dataset\2\IMG_4425.JPG,train
2_IMG_4448,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4448.JPG,train
2_IMG_4458,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4458.JPG,train
2_IMG_4468,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4468.JPG,train
2_IMG_4488,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4488.JPG,train
2_IMG_4498,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4498.JPG,train
2_IMG_4508,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4508.JPG,train
2_IMG_4535,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4535.JPG,train
2_IMG_4545,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4545.JPG,train
2_IMG_4596,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4596.JPG,train
2_IMG_4616,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4616.JPG,train
2_IMG_4626,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4626.JPG,train
2_IMG_4686,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4686.JPG,train
2_IMG_4706,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4706.JPG,train
2_IMG_4737,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4737.JPG,train
2_IMG_4747,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4747.JPG,train
2_IMG_4767,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4767.JPG,train
2_IMG_4778,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4778.JPG,train
2_IMG_4788,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4788.JPG,train
2_IMG_4828,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4828.JPG,train
2_IMG_4838,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4838.JPG,train
2_IMG_4848,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4848.JPG,train
2_IMG_4858,2,digit_2,1,Left,Sign-Language-Digits-Dataset\Dataset\2\IMG_4858.JPG,train
2_IMG_4868,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4868.JPG,train
2_IMG_4908,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4908.JPG,train
2_IMG_4928,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4928.JPG,train
2_IMG_4958,2,digit_2,1,Left,Sign-Language-Digits-Dataset\Dataset\2\IMG_4958.JPG,train
2_IMG_4998,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_4998.JPG,train
2_IMG_5009,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5009.JPG,train
2_IMG_5019,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5019.JPG,train
2_IMG_5055,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5055.JPG,train
2_IMG_5076,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5076.JPG,train
2_IMG_5113,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5113.JPG,train
2_IMG_5154,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5154.JPG,train
2_IMG_5174,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5174.JPG,train
2_IMG_5176,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5176.JPG,train
2_IMG_5185,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5185.JPG,train
2_IMG_5195,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5195.JPG,train
2_IMG_5205,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5205.JPG,train
2_IMG_5215,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5215.JPG,train
2_IMG_5225,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5225.JPG,train
2_IMG_5246,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5246.JPG,train
2_IMG_5257,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5257.JPG,train
2_IMG_5268,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5268.JPG,train
2_IMG_5278,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5278.JPG,train
2_IMG_5288,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5288.JPG,train
2_IMG_5299,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5299.JPG,train
2_IMG_5330,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5330.JPG,train
2_IMG_5342,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5342.JPG,train
2_IMG_5372,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5372.JPG,train
2_IMG_5382,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5382.JPG,train
2_IMG_5392,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5392.JPG,train
2_IMG_5402,2,digit_2,1,Left,Sign-Language-Digits-Dataset\Dataset\2\IMG_5402.JPG,train
2_IMG_5414,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5414.JPG,train
2_IMG_5424,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5424.JPG,train
2_IMG_5509,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5509.JPG,train
2_IMG_5529,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5529.JPG,train
2_IMG_5539,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5539.JPG,train
2_IMG_5564,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5564.JPG,train
2_IMG_5584,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5584.JPG,train
2_IMG_5594,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5594.JPG,train
2_IMG_5605,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5605.JPG,train
2_IMG_5617,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5617.JPG,train
2_IMG_5637,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5637.JPG,train
2_IMG_5657,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5657.JPG,train
2_IMG_5667,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5667.JPG,train
2_IMG_5677,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5677.JPG,train
2_IMG_5707,2,digit_2,1,Right,Sign-Language-Digits-Dataset\Dataset\2\IMG_5707.JPG,train
